study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB11202	ERP012552	SAMEA3581366	ERS888515	ERX1121477	ERR1041995	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.78		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7962070	342369010	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.78	E-MTAB-3929:E6.1.78	337454112	d975c4f12ab7aab502902791dcc3ae3d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1041995/ERR1041995.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/005/ERR1041995/ERR1041995.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1041995/ERR1041995.fastq.gz	306061151	7d96f129c13b80ac9ec2fc35d65a3e33	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041995/E6.1.78.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041995/E6.1.78.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041995/E6.1.78.fastq.gz	FASTQ	388015774	798967ac108902ab9706d6a84a0df02b	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1041995	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/005/ERR1041995	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1041995				E-MTAB-3929:E6.1.78	ArrayExpress	E6.1.78		2015-10-02
PRJEB11202	ERP012552	SAMEA3581367	ERS888516	ERX1121478	ERR1041996	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.79		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8772849	377232507	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.79	E-MTAB-3929:E6.1.79	355809223	d8e696f77b3509c6a0c50a17cd47bc79	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1041996/ERR1041996.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/006/ERR1041996/ERR1041996.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1041996/ERR1041996.fastq.gz	321056553	849917d45a7360d0fde390f983df462a	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041996/E6.1.79.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041996/E6.1.79.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041996/E6.1.79.fastq.gz	FASTQ	418247615	f60c66e2b71f6139a6303e62b7b6e503	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1041996	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/006/ERR1041996	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1041996				E-MTAB-3929:E6.1.79	ArrayExpress	E6.1.79		2015-10-02
PRJEB11202	ERP012552	SAMEA3581368	ERS888517	ERX1121479	ERR1041997	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.80		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8817768	379164024	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.80	E-MTAB-3929:E6.1.80	360179770	38f79013e3114a9a3285e8bb0408e295	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041997/ERR1041997.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/007/ERR1041997/ERR1041997.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041997/ERR1041997.fastq.gz	325322128	197d0f05710fe25d4d062f6654117b4b	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041997/E6.1.80.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041997/E6.1.80.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041997/E6.1.80.fastq.gz	FASTQ	419448384	7a5d21d0dc97d00e3a62cebe8673163a	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1041997	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/007/ERR1041997	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1041997				E-MTAB-3929:E6.1.80	ArrayExpress	E6.1.80		2015-10-02
PRJEB11202	ERP012552	SAMEA3581369	ERS888518	ERX1121480	ERR1041998	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.81		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7993433	343717619	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.81	E-MTAB-3929:E6.1.81	327039404	9932f314c495a22931bfd9ed69e938ba	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1041998/ERR1041998.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/008/ERR1041998/ERR1041998.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1041998/ERR1041998.fastq.gz	295414331	7a1255ea4f1a514a44b834ea269df8c9	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041998/E6.1.81.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041998/E6.1.81.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041998/E6.1.81.fastq.gz	FASTQ	380737458	7020e4aab02b00d3f8a3bfa8c3aa15f0	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1041998	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/008/ERR1041998	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1041998				E-MTAB-3929:E6.1.81	ArrayExpress	E6.1.81		2015-10-02
PRJEB11202	ERP012552	SAMEA3581370	ERS888519	ERX1121481	ERR1041999	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.82		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	10075181	433232783	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.82	E-MTAB-3929:E6.1.82	398817244	e90b27ee5e1fc646b218f0da599a1119	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1041999/ERR1041999.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/009/ERR1041999/ERR1041999.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1041999/ERR1041999.fastq.gz	357979419	9fb346de40108daca1d46e6bb0a3c621	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041999/E6.1.82.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041999/E6.1.82.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041999/E6.1.82.fastq.gz	FASTQ	485268249	8fdafd1075bc88ea3cdd13f075b8f281	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1041999	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/009/ERR1041999	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1041999				E-MTAB-3929:E6.1.82	ArrayExpress	E6.1.82		2015-10-02
PRJEB11202	ERP012552	SAMEA3581371	ERS888520	ERX1121482	ERR1042000	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.83		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	11429936	491487248	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.83	E-MTAB-3929:E6.1.83	458742715	f05d9d6ab6b6f562cecfdd3414143080	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042000/ERR1042000.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/000/ERR1042000/ERR1042000.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042000/ERR1042000.fastq.gz	412704733	a4e64453a83e2f61eec5d356b489dc02	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042000/E6.1.83.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042000/E6.1.83.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042000/E6.1.83.fastq.gz	FASTQ	548385186	93bea99d8972e905295ec750f0028a73	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1042000	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/000/ERR1042000	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1042000				E-MTAB-3929:E6.1.83	ArrayExpress	E6.1.83		2015-10-02
PRJEB11202	ERP012552	SAMEA3581372	ERS888521	ERX1121483	ERR1042001	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.84		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	15936341	685262663	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.84	E-MTAB-3929:E6.1.84	643680224	cace7c2781942afcec5f49684b1da58e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042001/ERR1042001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/001/ERR1042001/ERR1042001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042001/ERR1042001.fastq.gz	578650833	6f93983a57c5ffeb6b33127f8f33f83d	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042001/E6.1.84.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042001/E6.1.84.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042001/E6.1.84.fastq.gz	FASTQ	760837896	d2db9ed63d1a818801c09fd62c5cfe28	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1042001	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/001/ERR1042001	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1042001				E-MTAB-3929:E6.1.84	ArrayExpress	E6.1.84		2015-10-02
PRJEB11202	ERP012552	SAMEA3581373	ERS888522	ERX1121484	ERR1042002	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.85		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	12884425	554030275	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.85	E-MTAB-3929:E6.1.85	518540381	6e2fdf0a2c7d4ee8ac1adfaa04cbd658	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042002/ERR1042002.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/002/ERR1042002/ERR1042002.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042002/ERR1042002.fastq.gz	466719006	0f2dc06690c8a595b6214aae2f347dca	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042002/E6.1.85.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042002/E6.1.85.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042002/E6.1.85.fastq.gz	FASTQ	612290004	c50872b3ecb1a2da60e92beea0c07e01	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1042002	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/002/ERR1042002	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1042002				E-MTAB-3929:E6.1.85	ArrayExpress	E6.1.85		2015-10-02
PRJEB11202	ERP012552	SAMEA3581374	ERS888523	ERX1121485	ERR1042003	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.86		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	13840979	595162097	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.86	E-MTAB-3929:E6.1.86	548904944	b69169783f1e624f5ae91b798ac3bef3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1042003/ERR1042003.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/003/ERR1042003/ERR1042003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1042003/ERR1042003.fastq.gz	492639673	0c42afa10103573300ebd8680223f7be	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042003/E6.1.86.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042003/E6.1.86.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042003/E6.1.86.fastq.gz	FASTQ	657175454	f60c09ac765d9ec993876e7cf39c9941	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1042003	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/003/ERR1042003	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1042003				E-MTAB-3929:E6.1.86	ArrayExpress	E6.1.86		2015-10-02
PRJEB11202	ERP012552	SAMEA3581375	ERS888524	ERX1121486	ERR1042004	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.88		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	13157677	565780111	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.88	E-MTAB-3929:E6.1.88	535740853	83c05d526c07bc1b0330ea7308030da6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1042004/ERR1042004.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/004/ERR1042004/ERR1042004.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1042004/ERR1042004.fastq.gz	482997628	8105a0547151ef166daa60e01f951799	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042004/E6.1.88.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042004/E6.1.88.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042004/E6.1.88.fastq.gz	FASTQ	626720660	b3b70ef43635d5559128db336acb6a7a	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1042004	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/004/ERR1042004	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1042004				E-MTAB-3929:E6.1.88	ArrayExpress	E6.1.88		2015-10-02
PRJEB11202	ERP012552	SAMEA3581376	ERS888525	ERX1121487	ERR1042005	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.89		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	12874336	553596448	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.89	E-MTAB-3929:E6.1.89	514190646	c73f42491bdbfa2c7a4b5f4be4c95fb1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1042005/ERR1042005.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/005/ERR1042005/ERR1042005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1042005/ERR1042005.fastq.gz	462292973	506d904528875a2e4ba078aaccc46e87	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042005/E6.1.89.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042005/E6.1.89.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042005/E6.1.89.fastq.gz	FASTQ	611900264	c9f00a393de9a9dc4b89c4f750b10f62	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1042005	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/005/ERR1042005	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1042005				E-MTAB-3929:E6.1.89	ArrayExpress	E6.1.89		2015-10-02
PRJEB11202	ERP012552	SAMEA3581377	ERS888526	ERX1121488	ERR1042006	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.1.90		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	15392105	661860515	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.1.90	E-MTAB-3929:E6.1.90	617679988	2955dfcfe2905b203d9e4b04d2c7231f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1042006/ERR1042006.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/006/ERR1042006/ERR1042006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1042006/ERR1042006.fastq.gz	555124985	c3b7cf8a6683c7517536944934fd1ac5	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042006/E6.1.90.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042006/E6.1.90.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042006/E6.1.90.fastq.gz	FASTQ	731743948	5b62fef1a09e25339e9c32c57d5a7df1	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1042006	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/006/ERR1042006	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1042006				E-MTAB-3929:E6.1.90	ArrayExpress	E6.1.90		2015-10-02
PRJEB11202	ERP012552	SAMEA3581378	ERS888527	ERX1121489	ERR1042007	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1043		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	11757740	505582820	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1043	E-MTAB-3929:E6.10.1043	457378814	170472d62550fee21f92a9adb8a4df27	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1042007/ERR1042007.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/007/ERR1042007/ERR1042007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1042007/ERR1042007.fastq.gz	410011159	4598cf9d60d0b1c0ba19ab53ae2d4b35	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042007/E6.10.1043.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042007/E6.10.1043.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042007/E6.10.1043.fastq.gz	FASTQ	542502429	5ada74704972be8eba74b2100b5f7d83	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1042007	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/007/ERR1042007	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1042007				E-MTAB-3929:E6.10.1043	ArrayExpress	E6.10.1043		2015-10-02
PRJEB11202	ERP012552	SAMEA3581379	ERS888528	ERX1121490	ERR1042008	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1044		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7194250	309352750	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1044	E-MTAB-3929:E6.10.1044	295293623	f8112b0eb9330d1545ba7d9560639b0a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1042008/ERR1042008.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/008/ERR1042008/ERR1042008.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1042008/ERR1042008.fastq.gz	266516875	458aeae75f637526f3194220da103f55	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042008/E6.10.1044.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042008/E6.10.1044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042008/E6.10.1044.fastq.gz	FASTQ	346340123	782159337ec6efee3f6ed317a852f23a	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1042008	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/008/ERR1042008	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1042008				E-MTAB-3929:E6.10.1044	ArrayExpress	E6.10.1044		2015-10-02
PRJEB11202	ERP012552	SAMEA3581380	ERS888529	ERX1121491	ERR1042009	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1045		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	4622869	198783367	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1045	E-MTAB-3929:E6.10.1045	179705977	528332c7331b99034e4aa4903ef292f1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1042009/ERR1042009.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/009/ERR1042009/ERR1042009.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1042009/ERR1042009.fastq.gz	161272498	03fca8e4a209a72c271e6dc3f606d055	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042009/E6.10.1045.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042009/E6.10.1045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042009/E6.10.1045.fastq.gz	FASTQ	212875076	2624b80aa30b5c5e3112539d1887044c	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1042009	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/009/ERR1042009	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1042009				E-MTAB-3929:E6.10.1045	ArrayExpress	E6.10.1045		2015-10-02
